,Dutch,Frequency,SpaCy_POS,SpaCy_Tag,POS,Translation
2501,verdriet,4397,NOUN,N|soort|ev|basis|onz|stan,Noun,sadness
2502,vijfde,4396,ADJ,TW|rang|prenom|stan,Adjective,fifth
2503,Berlijn,4395,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Berlin
2504,vieze,4388,ADJ,WW|pv|conj|ev,Adjective,dirty
2505,bezorgen,4386,VERB,WW|inf|vrij|zonder,Verb,deliver
2506,teruggaan,4385,VERB,WW|inf|vrij|zonder,Verb,going back
2507,straten,4384,NOUN,N|soort|mv|basis,Noun,streets
2508,lippen,4384,NOUN,N|soort|mv|basis,Noun,lips
2509,overleefd,4383,VERB,WW|vd|vrij|zonder,Verb,survived
2510,gelukkige,4380,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,happy
2511,breek,4379,VERB,WW|pv|tgw|ev,Verb,break
2512,constant,4378,ADJ,ADJ|vrij|basis|zonder,Adjective,constant
2513,scherp,4377,ADJ,ADJ|vrij|basis|zonder,Adjective,sharp
2514,proost,4374,NOUN,N|soort|ev|basis|zijd|stan,Noun,cheers
2515,hoefde,4374,VERB,WW|pv|verl|ev,Verb,didn't have to
2516,april,4372,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,April
2517,ellende,4366,NOUN,N|soort|ev|basis|zijd|stan,Noun,trouble
2518,sigaretten,4353,NOUN,N|soort|mv|basis,Noun,cigarettes
2519,vogels,4352,NOUN,N|soort|mv|basis,Noun,birds
2520,overval,4351,NOUN,N|soort|ev|basis|zijd|stan,Noun,raid
2521,spion,4347,NOUN,N|soort|ev|basis|zijd|stan,Noun,spy
2522,tank,4342,NOUN,N|soort|ev|basis|zijd|stan,Noun,tank
2523,d'r,4342,ADV,BW,Adverb,d'r
2524,datje,4341,NOUN,N|soort|ev|dim|onz|stan,Noun,that you
2525,benzine,4341,NOUN,N|soort|ev|basis|zijd|stan,Noun,petrol
2526,Duitsers,4340,PROPN,N|eigen|mv|basis,Proper noun,Germans
2527,zwijgen,4338,VERB,WW|inf|vrij|zonder,Verb,keep silent
2528,cheque,4336,SYM,SPEC|vreemd,Symbol,Cheque
2529,kasteel,4334,NOUN,N|soort|ev|basis|onz|stan,Noun,castle
2530,begreep,4333,VERB,WW|pv|verl|ev,Verb,understood
2531,verplaatsen,4327,VERB,N|soort|mv|basis,Verb,move
2532,stelde,4327,VERB,WW|pv|verl|ev,Verb,stated
2533,durft,4323,VERB,WW|pv|tgw|met-t,Verb,dares
2534,dossiers,4313,NOUN,N|soort|mv|basis,Noun,files
2535,winst,4310,NOUN,N|soort|ev|basis|zijd|stan,Noun,gain
2536,mammie,4310,NOUN,N|soort|ev|basis|zijd|stan,Noun,mommy
2537,gewild,4306,VERB,WW|vd|vrij|zonder,Verb,popular
2538,lig,4302,ADJ,ADJ|vrij|basis|zonder,Adjective,lig
2539,godzijdank,4298,NOUN,N|soort|ev|basis|zijd|stan,Noun,thank God
2540,kansen,4295,NOUN,N|soort|mv|basis,Noun,chances
2541,concentreren,4294,VERB,WW|pv|tgw|mv,Verb,to concentrate
2542,lege,4291,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,empty
2543,vertrouwt,4288,VERB,WW|pv|tgw|met-t,Verb,trusts
2544,verdacht,4283,VERB,WW|vd|vrij|zonder,Verb,suspicious
2545,goedenacht,4282,VERB,WW|vd|vrij|zonder,Verb,good night
2546,allerlei,4281,DET,ADJ|prenom|basis|zonder,Determiner,all kinds of
2547,Chinees,4277,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Chinese
2548,roept,4272,VERB,WW|pv|tgw|met-t,Verb,shouts
2549,weggaat,4268,VERB,WW|pv|tgw|met-t,Verb,leave
2550,kleed,4267,VERB,WW|pv|tgw|met-t,Verb,dress
2551,bevrijden,4263,VERB,WW|pv|tgw|mv,Verb,liberate
2552,merken,4263,VERB,WW|inf|vrij|zonder,Verb,to notice
2553,Derek,4262,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,The stretch
2554,haven,4260,NOUN,N|soort|ev|basis|zijd|stan,Noun,port
2555,plekken,4259,VERB,WW|inf|nom|zonder|zonder-n,Verb,places
2556,gelopen,4257,VERB,WW|vd|vrij|zonder,Verb,walked
2557,verwachtte,4256,VERB,WW|pv|verl|ev,Verb,expected
2558,fabriek,4256,NOUN,N|soort|ev|basis|zijd|stan,Noun,factory
2559,ontspannen,4255,ADJ,ADJ|prenom|basis|zonder,Adjective,relaxed
2560,beweeg,4252,VERB,WW|inf|vrij|zonder,Verb,move
2561,stal,4251,NOUN,N|soort|ev|basis|onz|stan,Noun,stable
2562,maling,4249,NOUN,N|soort|ev|basis|zijd|stan,Noun,grind
2563,verdwaald,4247,VERB,WW|vd|vrij|zonder,Verb,strayed
2564,donderdag,4246,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Thursday
2565,doorlopen,4243,VERB,WW|vd|vrij|zonder,Verb,run through
2566,advocaten,4242,NOUN,N|soort|mv|basis,Noun,lawyers
2567,kamers,4241,NOUN,N|soort|mv|basis,Noun,Rooms
2568,verzamelen,4236,VERB,WW|inf|vrij|zonder,Verb,collect
2569,daarop,4236,ADV,BW,Adverb,on that
2570,duwen,4233,VERB,WW|inf|vrij|zonder,Verb,Push
2571,Boston,4232,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Boston
2572,sport,4229,NOUN,N|soort|ev|basis|zijd|stan,Noun,sport
2573,onbekende,4228,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,unknown
2574,onderhandelen,4226,VERB,WW|inf|vrij|zonder,Verb,negotiate
2575,smeris,4225,NOUN,N|soort|ev|basis|zijd|stan,Noun,cop
2576,opeten,4224,VERB,WW|inf|vrij|zonder,Verb,eat
2577,waarschuw,4222,NOUN,N|soort|ev|basis|zijd|stan,Noun,warn
2578,weggegaan,4217,ADJ,ADJ|vrij|basis|zonder,Adjective,gone away
2579,zijne,4217,PRON,VNW|bez|det|stan|vol|3m|ev|prenom|met-e|rest,Pronoun,his
2580,museum,4216,NOUN,N|soort|ev|basis|onz|stan,Noun,museum
2581,geschenk,4212,NOUN,N|soort|ev|basis|onz|stan,Noun,gift
2582,vertrok,4212,VERB,WW|pv|verl|ev,Verb,left
2583,puur,4210,ADJ,ADJ|vrij|basis|zonder,Adjective,pure
2584,eventjes,4205,NOUN,N|soort|mv|dim,Noun,momentarily
2585,voort,4199,ADV,BW,Adverb,continue
2586,meegaan,4199,VERB,WW|inf|nom|zonder|zonder-n,Verb,go along
2587,Gordon,4196,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Gordon
2588,beroemd,4195,ADJ,ADJ|vrij|basis|zonder,Adjective,famous
2589,gemeenschap,4195,NOUN,N|soort|ev|basis|zijd|stan,Noun,community
2590,gevaarlijke,4193,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,dangerous
2591,iemands,4193,NOUN,N|soort|mv|basis,Noun,someone's
2592,briljant,4193,ADJ,ADJ|vrij|basis|zonder,Adjective,brilliant
2593,koude,4192,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,cold
2594,snelle,4190,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,fast
2595,alcohol,4189,NOUN,N|soort|ev|basis|zijd|stan,Noun,alcohol
2596,achterin,4189,ADV,BW,Adverb,in the back
2597,collega's,4188,NOUN,N|soort|mv|basis,Noun,colleagues
2598,broeders,4185,NOUN,N|soort|mv|basis,Noun,brothers
2599,gezellig,4183,ADJ,ADJ|vrij|basis|zonder,Adjective,pleasant
2600,herinnering,4181,NOUN,N|soort|ev|basis|zijd|stan,Noun,memory
2601,koninkrijk,4180,NOUN,N|soort|ev|basis|onz|stan,Noun,kingdom
2602,bewaker,4179,NOUN,N|soort|ev|basis|zijd|stan,Noun,guard
2603,bommen,4178,NOUN,N|soort|mv|basis,Noun,bombs
2604,koos,4178,VERB,WW|pv|verl|ev,Verb,chose
2605,lunchen,4176,VERB,WW|inf|vrij|zonder,Verb,having lunch
2606,dringend,4174,ADJ,ADJ|vrij|basis|zonder,Adjective,urgently
2607,verliet,4174,VERB,WW|pv|verl|ev,Verb,left
2608,Florida,4173,PROPN,SPEC|deeleigen,Proper noun,Florida
2609,bravo,4169,NOUN,N|soort|mv|basis,Noun,Bravo
2610,lading,4169,NOUN,N|soort|ev|basis|zijd|stan,Noun,load
2611,Lincoln,4162,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Lincoln
2612,middernacht,4160,NOUN,WW|vd|vrij|zonder,Noun,midnight
2613,handelen,4159,VERB,WW|inf|vrij|zonder,Verb,to trade
2614,terugtrekken,4158,VERB,WW|inf|vrij|zonder,Verb,pull back
2615,bepalen,4157,VERB,WW|inf|vrij|zonder,Verb,determine
2616,illegaal,4153,ADJ,ADJ|vrij|basis|zonder,Adjective,illegal
2617,verander,4152,ADJ,ADJ|vrij|comp|zonder,Adjective,change
2618,geweren,4151,NOUN,N|soort|mv|basis,Noun,guns
2619,samenwerken,4149,VERB,WW|inf|vrij|zonder,Verb,to collaborate
2620,partij,4146,NOUN,N|soort|ev|basis|zijd|stan,Noun,side
2621,levende,4146,VERB,WW|od|prenom|met-e,Verb,living
2622,botten,4146,NOUN,N|soort|mv|basis,Noun,bones
2623,brein,4145,NOUN,N|soort|ev|basis|onz|stan,Noun,brain
2624,leid,4144,NOUN,N|soort|ev|basis|zijd|stan,Noun,lead
2625,groots,4143,ADJ,ADJ|vrij|basis|zonder,Adjective,grand
2626,grot,4136,ADJ,ADJ|vrij|basis|zonder,Adjective,cave
2627,volgend,4134,VERB,WW|od|vrij|zonder,Verb,next
2628,zacht,4132,ADJ,ADJ|vrij|basis|zonder,Adjective,soft
2629,volkomen,4127,ADJ,ADJ|vrij|basis|zonder,Adjective,completely
2630,klasse,4126,NOUN,N|soort|ev|basis|zijd|stan,Noun,class
2631,zone,4126,NOUN,N|soort|ev|basis|zijd|stan,Noun,zone
2632,mannetje,4125,PROPN,N|soort|ev|dim|onz|stan,Proper noun,male
2633,rand,4122,NOUN,N|soort|ev|basis|zijd|stan,Noun,edge
2634,bied,4120,NOUN,N|soort|ev|basis|onz|stan,Noun,bid
2635,smeerlap,4119,NOUN,N|soort|ev|basis|zijd|stan,Noun,bastard
2636,handtekening,4119,NOUN,N|soort|ev|basis|zijd|stan,Noun,signature
2637,wauw,4116,ADJ,ADJ|vrij|basis|zonder,Adjective,Wow
2638,namelijk,4115,ADV,BW,Adverb,namely
2639,beters,4115,NOUN,N|soort|mv|basis,Noun,better
2640,kerstfeest,4114,NOUN,N|soort|ev|basis|onz|stan,Noun,Christmas
2641,bedreiging,4113,NOUN,N|soort|ev|basis|zijd|stan,Noun,threat
2642,betekend,4112,ADJ,ADJ|vrij|basis|zonder,Adjective,means
2643,centrale,4111,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,central
2644,vet,4109,NOUN,N|soort|ev|basis|onz|stan,Noun,Fat
2645,gedwongen,4107,VERB,WW|vd|vrij|zonder,Verb,forced
2646,meld,4104,VERB,ADJ|vrij|basis|zonder,Verb,report
2647,ogenblik,4100,NOUN,N|soort|ev|basis|onz|stan,Noun,moment
2648,Maggie,4100,NOUN,N|soort|ev|basis|zijd|stan,Noun,Maggie
2649,plotseling,4099,ADJ,ADJ|vrij|basis|zonder,Adjective,suddenly
2650,zijde,4091,NOUN,N|soort|ev|basis|zijd|stan,Noun,silk
2651,lied,4090,NOUN,N|soort|ev|basis|onz|stan,Noun,song
2652,gooide,4090,VERB,WW|pv|verl|ev,Verb,threw
2653,stoor,4086,ADV,BW,Adverb,disturb
2654,besloot,4082,VERB,WW|pv|verl|ev,Verb,decided
2655,nieuwsgierig,4079,ADJ,ADJ|vrij|basis|zonder,Adjective,curious
2656,dapper,4078,NOUN,N|soort|ev|basis|zijd|stan,Noun,brave
2657,fantastische,4072,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,fantastic
2658,kalmeer,4071,NOUN,N|soort|ev|basis|zijd|stan,Noun,calm down
2659,kanten,4071,NOUN,N|soort|mv|basis,Noun,edges
2660,allang,4067,ADV,BW,Adverb,a long time already
2661,leveren,4067,VERB,WW|inf|vrij|zonder,Verb,to deliver
2662,gsm,4066,NOUN,WW|vd|prenom|met-e,Noun,cell phone
2663,magische,4066,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,magical
2664,ontslaan,4065,VERB,WW|inf|vrij|zonder,Verb,fire
2665,lafaard,4063,ADJ,ADJ|vrij|comp|zonder,Adjective,coward
2666,Sophie,4063,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Sophie
2667,hek,4061,NOUN,N|soort|ev|basis|onz|stan,Noun,fence
2668,hout,4060,NOUN,N|soort|ev|basis|onz|stan,Noun,wood
2669,truc,4059,NOUN,N|soort|ev|basis|onz|stan,Noun,trick
2670,bereik,4058,NOUN,N|soort|ev|basis|onz|stan,Noun,range
2671,negatief,4056,ADJ,ADJ|vrij|basis|zonder,Adjective,negative
2672,huiswerk,4055,NOUN,N|soort|ev|basis|onz|stan,Noun,Homework
2673,machines,4051,NOUN,N|soort|mv|basis,Noun,machinery
2674,opruimen,4051,VERB,WW|inf|vrij|zonder,Verb,tidy
2675,klonk,4045,VERB,WW|pv|verl|ev,Verb,sounded
2676,Hollywood,4042,PROPN,SPEC|deeleigen,Proper noun,Hollywood
2677,schande,4037,NOUN,WW|od|prenom|met-e,Noun,shame
2678,gezorgd,4034,VERB,WW|vd|vrij|zonder,Verb,taken care of
2679,bewust,4034,ADJ,ADJ|vrij|basis|zonder,Adjective,consciously
2680,daaraan,4029,ADV,BW,Adverb,to that
2681,plassen,4029,VERB,WW|inf|vrij|zonder,Verb,to pee
2682,toren,4028,NOUN,N|soort|ev|basis|zijd|stan,Noun,tower
2683,pakje,4026,NOUN,N|soort|ev|dim|onz|stan,Noun,package
2684,storen,4025,VERB,WW|inf|vrij|zonder,Verb,to disturb
2685,merk,4015,NOUN,WW|pv|tgw|ev,Noun,brand
2686,koopt,4013,VERB,WW|pv|tgw|met-t,Verb,buys
2687,as,4013,PROPN,SPEC|deeleigen,Proper noun,ash
2688,verdwijn,4012,NOUN,N|soort|ev|basis|zijd|stan,Noun,disappear
2689,expert,4010,VERB,WW|pv|tgw|met-t,Verb,expert
2690,Parker,4010,NOUN,N|soort|ev|basis|zijd|stan,Noun,Parker
2691,partners,4009,NOUN,N|soort|mv|basis,Noun,partners
2692,lokale,4009,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,local
2693,spannend,4006,ADJ,ADJ|vrij|basis|zonder,Adjective,exciting
2694,hebbes,4006,NOUN,N|soort|ev|basis|zijd|stan,Noun,Got you
2695,angel,4006,NOUN,N|soort|ev|basis|zijd|stan,Noun,angel
2696,verdiende,4005,VERB,WW|pv|verl|ev,Verb,deserved
2697,beantwoorden,4005,VERB,WW|inf|vrij|zonder,Verb,to answer
2698,metro,4002,NOUN,N|soort|ev|basis|zijd|stan,Noun,subway
2699,besef,4001,VERB,WW|pv|tgw|ev,Verb,realize
2700,mankeert,4001,VERB,WW|pv|tgw|met-t,Verb,is wrong
2701,opname,4000,NOUN,N|soort|ev|basis|zijd|stan,Noun,intake
2702,goeds,3999,ADJ,ADJ|postnom|basis|met-s,Adjective,good
2703,aanklacht,3996,NOUN,N|soort|ev|basis|zijd|stan,Noun,indictment
2704,suiker,3992,NOUN,N|soort|ev|basis|zijd|stan,Noun,sugar
2705,openbaar,3992,ADJ,ADJ|vrij|basis|zonder,Adjective,public
2706,crimineel,3989,NOUN,N|soort|ev|basis|onz|stan,Noun,criminal
2707,uitzien,3989,NOUN,N|soort|mv|basis,Noun,look
2708,soep,3988,NOUN,N|soort|ev|basis|zijd|stan,Noun,soup
2709,gericht,3987,VERB,WW|vd|vrij|zonder,Verb,focused
2710,kruis,3987,NOUN,N|soort|ev|basis|onz|stan,Noun,crotch
2711,effect,3985,NOUN,N|soort|ev|basis|onz|stan,Noun,effect
2712,helder,3981,ADJ,ADJ|vrij|basis|zonder,Adjective,bright
2713,identiteit,3980,NOUN,N|soort|ev|basis|zijd|stan,Noun,identity
2714,bedenk,3976,VERB,WW|pv|tgw|ev,Verb,think
2715,aanwezigheid,3971,NOUN,N|soort|ev|basis|zijd|stan,Noun,presence
2716,scherm,3968,NOUN,N|soort|ev|basis|onz|stan,Noun,screen
2717,winter,3966,NOUN,N|soort|ev|basis|zijd|stan,Noun,winter
2718,dokters,3964,NOUN,N|soort|mv|basis,Noun,doctors
2719,droog,3963,VERB,WW|pv|verl|ev,Verb,dry
2720,sprake,3962,NOUN,N|soort|ev|basis|dat,Noun,talk
2721,Chinese,3962,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,Chinese
2722,mail,3961,NOUN,N|soort|ev|basis|onz|stan,Noun,mail
2723,veroordeeld,3950,VERB,WW|vd|vrij|zonder,Verb,convicted
2724,Caesar,3950,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Caesar
2725,ingang,3949,NOUN,N|soort|ev|basis|zijd|stan,Noun,Entrance
2726,middag,3948,NOUN,N|soort|ev|basis|zijd|stan,Noun,afternoon
2727,hartstikke,3946,VERB,WW|inf|nom|zonder|zonder-n,Verb,terribly
2728,Connor,3946,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Connor
2729,smaakt,3945,VERB,WW|pv|tgw|met-t,Verb,tastes
2730,danken,3943,VERB,WW|pv|tgw|mv,Verb,thank you
2731,kaartjes,3942,NOUN,N|soort|mv|dim,Noun,tickets
2732,kiest,3940,VERB,WW|pv|tgw|met-t,Verb,chooses
2733,wetten,3938,NOUN,N|soort|mv|basis,Noun,laws
2734,velen,3937,PRON,VNW|onbep|grad|stan|nom|met-e|mv-n|basis,Pronoun,many
2735,verklaart,3937,VERB,WW|pv|tgw|met-t,Verb,explains
2736,televisie,3934,NOUN,N|soort|ev|basis|zijd|stan,Noun,television
2737,rijd,3932,NOUN,N|soort|ev|basis|zijd|stan,Noun,drive
2738,Cooper,3932,PROPN,N|eigen|ev|basis|genus|stan,Proper noun,Cooper
2739,romantisch,3931,ADJ,ADJ|vrij|basis|zonder,Adjective,romantic
2740,ramen,3929,NOUN,N|soort|mv|basis,Noun,Windows
2741,verraad,3928,NOUN,N|soort|ev|basis|onz|stan,Noun,betrayal
2742,zegen,3927,VERB,WW|inf|nom|zonder|zonder-n,Verb,blessing
2743,vies,3927,NOUN,N|soort|mv|basis,Noun,dirty
2744,munitie,3925,NOUN,N|soort|ev|basis|zijd|stan,Noun,ammunition
2745,hete,3924,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,hot
2746,voer,3922,VERB,WW|pv|verl|ev,Verb,feed
2747,klagen,3922,VERB,WW|inf|nom|zonder|zonder-n,Verb,complain
2748,vriendinnen,3920,NOUN,N|soort|mv|basis,Noun,girlfriends
2749,wijst,3919,VERB,WW|pv|tgw|met-t,Verb,points
2750,bibliotheek,3918,NOUN,N|soort|ev|basis|zijd|stan,Noun,library
2751,ondertussen,3918,ADV,BW,Adverb,meanwhile
2752,bevestigd,3917,VERB,WW|vd|vrij|zonder,Verb,confirmed
2753,verdwijnt,3916,VERB,WW|pv|tgw|met-t,Verb,disappears
2754,draak,3915,ADJ,N|soort|ev|basis|zijd|stan,Adjective,dragon
2755,gevoeld,3914,VERB,WW|vd|vrij|zonder,Verb,felt
2756,snelweg,3912,NOUN,N|soort|ev|basis|zijd|stan,Noun,motorway
2757,ingewikkeld,3911,ADJ,ADJ|vrij|basis|zonder,Adjective,complicated
2758,bedrijven,3905,NOUN,N|soort|mv|basis,Noun,businesses
2759,gedurende,3902,ADP,VZ|init,Preposition,during
2760,hut,3895,ADJ,ADJ|vrij|comp|zonder,Adjective,cabin
2761,nicht,3893,NOUN,N|soort|ev|basis|zijd|stan,Noun,niece
2762,plat,3893,NOUN,N|soort|ev|basis|zijd|stan,Noun,flat
2763,hielden,3891,VERB,WW|pv|verl|mv,Verb,kept
2764,verwijderen,3887,VERB,WW|pv|tgw|mv,Verb,to delete
2765,vliegtuigen,3886,NOUN,N|soort|mv|basis,Noun,airplanes
2766,speelgoed,3886,NOUN,N|soort|ev|basis|onz|stan,Noun,toys
2767,ofwel,3884,CCONJ,VG|neven,Conjunction,either
2768,negeren,3882,VERB,WW|inf|vrij|zonder,Verb,to ignore
2769,uitzicht,3880,NOUN,N|soort|ev|basis|onz|stan,Noun,prospect
2770,jeetje,3877,NOUN,N|soort|ev|dim|onz|stan,Noun,Oh dear
2771,beloven,3874,VERB,WW|pv|tgw|mv,Verb,promise
2772,gecontroleerd,3872,VERB,WW|vd|vrij|zonder,Verb,checked
2773,demon,3871,NOUN,N|soort|ev|basis|onz|stan,Noun,demon
2774,gedraag,3871,NOUN,N|soort|ev|basis|zijd|stan,Noun,behave
2775,gooit,3870,VERB,WW|pv|tgw|met-t,Verb,throws
2776,wegen,3868,NOUN,N|soort|mv|basis,Noun,weigh
2777,graaf,3868,NOUN,N|soort|ev|basis|zijd|stan,Noun,count
2778,roze,3863,ADJ,ADJ|vrij|basis|zonder,Adjective,pink
2779,realiteit,3862,NOUN,N|soort|ev|basis|zijd|stan,Noun,reality
2780,check,3861,SYM,SPEC|vreemd,Symbol,check
2781,Lets,3860,ADJ,ADJ|vrij|basis|zonder,Adjective,Latvian
2782,gewicht,3859,NOUN,N|soort|ev|basis|onz|stan,Noun,weight
2783,attentie,3858,NOUN,N|soort|ev|basis|zijd|stan,Noun,attention
2784,warme,3857,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,warm
2785,pest,3857,NOUN,N|soort|ev|basis|onz|stan,Noun,black Death
2786,beloning,3852,NOUN,N|soort|ev|basis|zijd|stan,Noun,reward
2787,eenheden,3851,NOUN,N|soort|mv|basis,Noun,units
2788,opleiding,3851,NOUN,N|soort|ev|basis|zijd|stan,Noun,course
2789,snij,3850,NOUN,N|soort|ev|dim|onz|stan,Noun,cut
2790,Gibbs,3849,NOUN,N|soort|mv|basis,Noun,Gibbs
2791,volgde,3848,VERB,WW|pv|verl|ev,Verb,follow the
2792,busje,3846,NOUN,N|soort|ev|dim|onz|stan,Noun,van
2793,watje,3840,NOUN,N|soort|ev|dim|onz|stan,Noun,wimp
2794,vergist,3838,VERB,WW|vd|vrij|zonder,Verb,mistaken
2795,middelbare,3838,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,middle
2796,moeilijker,3836,ADJ,ADJ|vrij|comp|zonder,Adjective,more difficult
2797,opgegeven,3830,VERB,WW|vd|prenom|zonder,Verb,gave up
2798,ontdekte,3829,VERB,WW|pv|verl|ev,Verb,discovered
2799,schouder,3826,NOUN,N|soort|ev|basis|zijd|stan,Noun,shoulder
2800,ras,3823,SYM,SPEC|symb,Symbol,race
2801,zekerheid,3817,NOUN,N|soort|ev|basis|zijd|stan,Noun,security
2802,resultaat,3816,NOUN,N|soort|ev|basis|onz|stan,Noun,result
2803,geschikt,3816,ADJ,ADJ|vrij|basis|zonder,Adjective,suitable
2804,psychiater,3816,NOUN,N|soort|ev|basis|zijd|stan,Noun,psychiatrist
2805,ontspan,3809,NOUN,N|soort|ev|basis|onz|stan,Noun,relax
2806,zekere,3809,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,certain
2807,instructies,3804,NOUN,N|soort|mv|basis,Noun,instructions
2808,scène,3803,NOUN,N|soort|ev|basis|zijd|stan,Noun,scene
2809,dagboek,3801,NOUN,N|soort|ev|basis|onz|stan,Noun,diary
2810,daarboven,3799,NOUN,N|soort|mv|basis,Noun,up there
2811,gevoelig,3799,ADJ,ADJ|vrij|basis|zonder,Adjective,sensitive
2812,overkant,3799,NOUN,N|soort|ev|basis|zijd|stan,Noun,other side
2813,interessante,3798,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,interesting
2814,beesten,3797,NOUN,N|soort|mv|basis,Noun,animals
2815,organisatie,3797,NOUN,N|soort|ev|basis|zijd|stan,Noun,organization
2816,bekende,3797,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,known person
2817,penis,3796,NOUN,N|soort|ev|basis|zijd|stan,Noun,penis
2818,student,3792,NOUN,N|soort|ev|basis|zijd|stan,Noun,student
2819,tovenaar,3791,NOUN,N|soort|ev|basis|zijd|stan,Noun,magician
2820,commando,3790,NOUN,N|soort|ev|basis|onz|stan,Noun,command
2821,fort,3787,NOUN,ADJ|vrij|basis|zonder,Noun,fort
2822,tranen,3784,NOUN,N|soort|mv|basis,Noun,tears
2823,gelegd,3784,VERB,WW|vd|vrij|zonder,Verb,laid
2824,verstandig,3780,ADJ,ADJ|vrij|basis|zonder,Adjective,wise
2825,verdachten,3778,VERB,N|soort|mv|basis,Verb,suspects
2826,mijzelf,3777,PRON,VNW|pr|pron|obl|nadr|1|ev,Pronoun,myself
2827,lacht,3775,VERB,WW|pv|tgw|met-t,Verb,laughs
2828,voorgoed,3775,ADV,BW,Adverb,forever
2829,uitgeschakeld,3772,VERB,WW|vd|vrij|zonder,Verb,switched off
2830,blazen,3772,VERB,WW|inf|nom|zonder|zonder-n,Verb,blow
2831,verpesten,3772,NOUN,N|soort|mv|basis,Noun,to bully
2832,beet,3771,VERB,WW|pv|verl|ev,Verb,bite
2833,geraken,3770,VERB,WW|inf|vrij|zonder,Verb,get
2834,meekomen,3770,VERB,WW|inf|vrij|zonder,Verb,come along
2835,hartaanval,3769,SYM,N|soort|ev|basis|zijd|stan,Symbol,heart attack
2836,schoft,3768,VERB,WW|pv|tgw|met-t,Verb,wither
2837,politieke,3765,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,political
2838,repareren,3761,NOUN,N|soort|mv|basis,Noun,to repair
2839,bierdopje,3758,NOUN,N|soort|ev|dim|onz|stan,Noun,beer cap
2840,veroorzaken,3755,VERB,WW|inf|vrij|zonder,Verb,cause
2841,zusje,3755,NOUN,N|soort|ev|dim|onz|stan,Noun,sister
2842,Linda,3755,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Linda
2843,at,3753,VERB,WW|pv|verl|ev,Verb,at
2844,herkennen,3751,VERB,WW|inf|vrij|zonder,Verb,recognize
2845,koekjes,3749,NOUN,N|soort|mv|dim,Noun,cookies
2846,schakel,3748,NOUN,N|soort|ev|basis|zijd|stan,Noun,switch
2847,personen,3747,NOUN,N|soort|mv|basis,Noun,persons
2848,staart,3745,NOUN,N|soort|ev|basis|zijd|stan,Noun,tail
2849,optie,3743,NOUN,N|soort|ev|basis|zijd|stan,Noun,option
2850,beschermd,3740,VERB,WW|vd|vrij|zonder,Verb,protected
2851,schutter,3738,NOUN,N|soort|ev|basis|zijd|stan,Noun,shooter
2852,lelijke,3736,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,ugly
2853,oost,3732,ADJ,ADJ|vrij|basis|zonder,Adjective,east
2854,gok,3732,NOUN,N|soort|ev|basis|zijd|stan,Noun,guess
2855,heleboel,3730,NOUN,N|soort|ev|basis|zijd|stan,Noun,lot
2856,geopend,3726,VERB,WW|vd|vrij|zonder,Verb,opened
2857,admiraal,3725,NOUN,N|soort|ev|basis|zijd|stan,Noun,Admiral
2858,stress,3724,NOUN,N|soort|ev|basis|zijd|stan,Noun,stress
2859,teams,3724,NOUN,N|soort|mv|basis,Noun,teams
2860,eeuwen,3723,NOUN,N|soort|mv|basis,Noun,centuries
2861,resultaten,3723,NOUN,N|soort|mv|basis,Noun,Results
2862,vaste,3723,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,fixed
2863,geboorte,3720,NOUN,N|soort|ev|basis|zijd|stan,Noun,birth
2864,bevestigen,3718,VERB,WW|inf|vrij|zonder,Verb,to confirm
2865,drukken,3718,VERB,WW|pv|tgw|mv,Verb,to press
2866,Britse,3718,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,British
